,sales
2023-07-28,640337.6471441821
2023-07-29,347512.56177992094
2023-07-30,553718.7087014149
2023-07-31,781962.5703677267
2023-08-01,987640.5209447978
2023-08-02,1041800.0534537428
2023-08-03,949393.8416794181
2023-08-04,661813.2121438158
2023-08-05,452764.5238108757
2023-08-06,481421.89833758003
2023-08-07,804961.0575972762
2023-08-08,988325.2575359894
2023-08-09,1128250.9211993355
2023-08-10,885750.1435789207
2023-08-11,674664.4634373002
2023-08-12,423650.3980267494
2023-08-13,625325.0983028389
2023-08-14,729992.4404837777
2023-08-15,1053658.2785345903
2023-08-16,1026298.1760309008
2023-08-17,729476.8142848635
2023-08-18,529991.5950547025
2023-08-19,431821.31417426333
2023-08-20,370134.4003193582
2023-08-21,702006.1209239193
2023-08-22,718078.191986863
2023-08-23,901163.2937905657
2023-08-24,766950.8950032692
2023-08-25,615831.8726312183
2023-08-26,324456.52470421686
2023-08-27,533563.0721559244
2023-08-28,683447.8506396528
2023-08-29,1033005.3649355719
2023-08-30,1066143.857668154
2023-08-31,753491.3719157379
2023-09-01,712225.2464561787
2023-09-02,389242.23997989646
2023-09-03,520718.2066997898
2023-09-04,763927.0758247416
2023-09-05,1130149.252541735
2023-09-06,1105881.719340222
2023-09-07,918649.675135288
2023-09-08,966573.1838986533
2023-09-09,400270.5033935226
2023-09-10,506128.52844697906
2023-09-11,743077.1848564096
2023-09-12,895331.777302058
2023-09-13,991384.2662631655
2023-09-14,804319.380736118
2023-09-15,641214.450701645
2023-09-16,353902.17627811787
2023-09-17,429899.91980642424
2023-09-18,841477.2183840199
2023-09-19,870568.7518617938
2023-09-20,941999.1983550568
2023-09-21,759177.0087914534
2023-09-22,501963.23273050407
2023-09-23,362957.6659135412
2023-09-24,374907.757375934
2023-09-25,489029.24281373445
2023-09-26,775966.7885674576
2023-09-27,954639.3154300372
2023-09-28,891916.9158678462
2023-09-29,580023.3838820029
2023-09-30,308543.88223652507
2023-10-01,532226.1082278119
2023-10-02,819842.6787919924
2023-10-03,1029535.49939274
2023-10-04,941375.1419472666
2023-10-05,950853.3955512082
2023-10-06,815628.995829426
2023-10-07,588752.8214356761
2023-10-08,647881.0368147963
2023-10-09,841144.2299583029
2023-10-10,955734.0939059027
2023-10-11,1147708.6445125288
2023-10-12,954027.4382324652
2023-10-13,721573.6660487143
2023-10-14,473707.6388669303
2023-10-15,447211.71062141086
2023-10-16,763358.9199738278
2023-10-17,785446.4764767861
2023-10-18,1017287.3110037777
2023-10-19,788077.3299066627
2023-10-20,547619.4949136691
2023-10-21,346197.991675888
2023-10-22,445964.77381624305
2023-10-23,589441.5261875802
2023-10-24,865570.3923722416
2023-10-25,944468.283073217
2023-10-26,729880.50429048
2023-10-27,651640.5596913542
2023-10-28,352966.37178802094
2023-10-29,574114.9441259098
2023-10-30,636777.2276362106
2023-10-31,989452.9792272621
2023-11-01,1055756.1061764753
2023-11-02,1131607.6771888009
2023-11-03,674939.0007892526
2023-11-04,489349.9982775545
2023-11-05,623814.9252971607
2023-11-06,702232.6891918472
2023-11-07,953813.7906563805
2023-11-08,1020547.1847617428
2023-11-09,977091.2667213777
2023-11-10,808286.8261190783
2023-11-11,550891.6025268985
2023-11-12,473968.13233087
2023-11-13,883007.3353129439
2023-11-14,1047591.1624289812
2023-11-15,757708.3786314074
2023-11-16,815890.0200012777
2023-11-17,604414.7492686862
2023-11-18,363996.083565074
2023-11-19,481970.5420872334
2023-11-20,748148.3932673036
2023-11-21,1033727.5914491368
2023-11-22,925625.1251868736
2023-11-23,718563.7279956324
2023-11-24,496594.47119626915
2023-11-25,342146.5380984879
2023-11-26,503462.7244264123
2023-11-27,535279.1891343762
2023-11-28,913199.2873292962
2023-11-29,973894.317101811
2023-11-30,774337.97690107
2023-12-01,650946.9079449247
2023-12-02,599285.3163374686
2023-12-03,543746.3407796358
2023-12-04,932226.8693981124
2023-12-05,989312.3662011443
2023-12-06,948265.022336112
2023-12-07,1003373.6725234964
2023-12-08,869209.7532613599
2023-12-09,467872.5061562365
2023-12-10,653490.1672030815
2023-12-11,881807.2894431575
2023-12-12,943607.7688837807
2023-12-13,1033909.9984152466
2023-12-14,839062.8415141213
2023-12-15,688557.8592303311
2023-12-16,412475.69503736397
2023-12-17,512696.9871431434
2023-12-18,707290.5090262233
2023-12-19,852983.7342748817
2023-12-20,1012785.4812809294
2023-12-21,859880.5003825453
2023-12-22,606415.4717665389
2023-12-23,477143.9649217834
2023-12-24,444039.9119967846
2023-12-25,594559.8059762936
2023-12-26,853966.8384287134
2023-12-27,896970.0889310711
2023-12-28,813746.2051898699
2023-12-29,681664.3403465551
2023-12-30,518794.1633694708
2023-12-31,588751.9586380858
